Date,SPX Index,US 10 yr yield,Eurostoxx 50,FTSE 100,GBPUSD,GBPEUR,EURUSD,Stock 1
1/4/2000,1399.42,6.497,4657.83,6665.9,1.636,1.5943,1.028,690.177
1/5/2000,1402.11,6.594,4541.75,6535.9,1.6426,1.5831,1.0367,690.177
1/6/2000,1403.45,6.524,4500.69,6447.2,1.6474,1.5896,1.0352,667.52
1/7/2000,1441.47,6.515,4648.27,6504.8,1.6393,1.5964,1.0295,672.749
1/10/2000,1457.6,6.552,4714.03,6607.7,1.6374,1.5991,1.0243,675.799
1/11/2000,1438.56,6.657,4671.5,6518.9,1.6475,1.5954,1.0303,654.448
1/12/2000,1432.25,6.703,4649.3,6532.8,1.6466,1.5938,1.0337,666.649
1/13/2000,1449.68,6.63,4688.35,6531.5,1.6472,1.5968,1.0302,662.727
1/14/2000,1465.15,6.679,4829.36,6658.2,1.6313,1.604,1.0122,662.291
1/17/2000,1465.15,6.681,4884.5,6669.5,1.6333,1.6169,1.0119,659.241
1/18/2000,1455.14,6.748,4761,6504.6,1.6379,1.6201,1.0081,649.656
1/19/2000,1455.9,6.732,4768.37,6445.4,1.645,1.621,1.0104,631.355
1/20/2000,1445.57,6.788,4778.71,6348.7,1.6537,1.6302,1.0094,603.034
1/21/2000,1441.36,6.765,4719.29,6346.3,1.6487,1.6314,1.0098,630.048
1/24/2000,1401.53,6.685,4718.76,6379.8,1.6531,1.6462,1.0049,624.82
1/25/2000,1410.03,6.692,4653.61,6274.1,1.6452,1.6394,1.0036,614.362
1/26/2000,1404.09,6.664,4721.03,6375.6,1.6403,1.64,1.0029,627.434
1/27/2000,1398.56,6.692,4786.82,6441,1.6396,1.6359,1.0006,652.27
1/28/2000,1360.16,6.658,4781.94,6375.6,1.6201,1.651,0.9747,640.07
1/31/2000,1394.46,6.665,4684.48,6268.5,1.6162,1.6548,0.9816,630.484
2/1/2000,1409.28,6.619,4792.04,6290.9,1.615,1.6641,0.9687,625.691
2/2/2000,1409.12,6.573,4902.12,6302.8,1.6088,1.6567,0.9717,621.77
2/3/2000,1424.97,6.489,5046.12,6324.3,1.5972,1.6451,0.9733,639.634
2/4/2000,1424.37,6.549,5119.79,6185,1.5918,1.6124,0.9832,607.391
2/7/2000,1424.24,6.639,5041.08,6118.6,1.598,1.6268,0.9808,609.569
2/8/2000,1441.72,6.613,5176.17,6285.8,1.6113,1.6255,0.9864,624.384
2/9/2000,1411.7,6.66,5191.79,6315.4,1.6169,1.6271,0.9905,621.77
2/10/2000,1416.83,6.671,5174.35,6279.8,1.6097,1.627,0.9902,613.055
2/11/2000,1387.12,6.604,5195.67,6193.3,1.5936,1.6265,0.9875,596.062
2/14/2000,1389.94,6.554,5166.08,6068.6,1.588,1.6066,0.9905,601.727
2/15/2000,1402.05,6.552,5043.33,6005.2,1.596,1.6169,0.9804,616.977
2/16/2000,1387.67,6.545,5063.73,6147.4,1.6077,1.6321,0.9807,654.013
2/17/2000,1388.26,6.567,5114.47,6209.3,1.609,1.622,0.9938,656.191
2/18/2000,1346.09,6.489,5079.59,6165,1.6013,1.6287,0.9839,625.255
2/21/2000,1346.09,6.493,5033.33,6081.6,1.6005,1.6217,0.9871,613.491
2/22/2000,1352.17,6.361,5024.05,6014.7,1.6126,1.6098,0.998,593.884
2/23/2000,1360.69,6.422,5086,6144.1,1.6039,1.6008,1.0051,614.798
2/24/2000,1353.43,6.365,5117.41,6086.7,1.6003,1.6074,0.9959,625.691
2/25/2000,1333.36,6.326,5208.87,6198,1.5953,1.6151,0.9749,630.048
2/28/2000,1348.05,6.422,5126.33,6099.6,1.5958,1.6411,0.9682,627.434
2/29/2000,1366.42,6.409,5182.62,6232.6,1.5792,1.6337,0.9746,642.684
3/1/2000,1379.19,6.386,5235.14,6364.9,1.5854,1.6365,0.9693,626.998
3/2/2000,1381.76,6.384,5406.37,6432.1,1.5766,1.6316,0.9705,616.977
3/3/2000,1409.17,6.388,5450.22,6487.5,1.5778,1.6352,0.9586,614.798
3/6/2000,1391.28,6.411,5464.43,6567.8,1.5749,1.634,0.966,599.984
3/7/2000,1355.62,6.373,5426.36,6466.5,1.5804,1.6381,0.9613,599.984
3/8/2000,1366.7,6.379,5364.52,6411.2,1.5817,1.6504,0.9556,612.184
3/9/2000,1401.69,6.343,5352.88,6532.1,1.5827,1.6402,0.9634,614.362
3/10/2000,1395.07,6.383,5416.81,6568.7,1.5765,1.6381,0.9637,617.848
3/13/2000,1383.62,6.37,5254.41,6466.9,1.5792,1.6288,0.9693,603.469
3/14/2000,1359.15,6.292,5258.32,6487.1,1.5776,1.6318,0.9631,601.291
3/15/2000,1392.15,6.291,5083.15,6447,1.5732,1.6265,0.9654,610.877
3/16/2000,1458.47,6.245,5175.23,6557.2,1.5771,1.6229,0.9686,635.713
3/17/2000,1464.47,6.194,5231.35,6558,1.5748,1.6278,0.9721,639.634
3/20/2000,1456.63,6.183,5286.71,6624.5,1.5689,1.6123,0.9718,639.198
3/21/2000,1493.87,6.135,5266.23,6617.9,1.5717,1.6144,0.9716,636.148
3/22/2000,1500.64,6.112,5268.35,6609.6,1.5795,1.6308,0.9607,647.913
3/23/2000,1527.35,6.078,5259.15,6594.6,1.5867,1.6391,0.9626,646.17
3/24/2000,1527.46,6.191,5379.75,6738.5,1.5941,1.6374,0.9779,673.184
3/27/2000,1523.86,6.185,5369.11,6687.2,1.5882,1.6409,0.9743,660.984
3/28/2000,1507.73,6.151,5426.57,6650.1,1.5893,1.642,0.9658,654.448
3/29/2000,1508.52,6.147,5416.32,6598.8,1.5936,1.6585,0.9567,655.32
3/30/2000,1487.92,6.055,5251.97,6445.2,1.5948,1.6636,0.9567,633.97
3/31/2000,1498.58,6.004,5249.55,6540.2,1.5911,1.6726,0.9555,645.734
4/3/2000,1505.97,5.965,5118.37,6462.1,1.5964,1.6695,0.9541,610.005
4/4/2000,1494.73,5.895,5176.71,6427,1.5932,1.6756,0.9542,611.748
4/5/2000,1487.37,5.872,5044.17,6379.3,1.5847,1.6482,0.9668,618.284
4/6/2000,1501.34,5.934,5179.96,6451.1,1.5815,1.6489,0.9633,617.412
4/7/2000,1516.35,5.853,5259.52,6569.9,1.5795,1.6536,0.9553,616.977
4/10/2000,1504.46,5.771,5282.26,6533.4,1.5855,1.6516,0.9564,617.848
4/11/2000,1500.59,5.882,5174.38,6379.2,1.5856,1.652,0.96,615.67
4/12/2000,1467.17,5.935,5179.28,6350.8,1.5886,1.6567,0.9566,619.155
4/13/2000,1440.51,5.906,5181.33,6357,1.5866,1.6597,0.9564,614.798
4/14/2000,1356.56,5.85,5034.25,6178.1,1.5868,1.6601,0.9622,614.362
4/17/2000,1401.44,6.038,4979.66,5994.6,1.5805,1.657,0.9585,604.341
4/18/2000,1441.61,6.059,5061.9,6074,1.5771,1.6652,0.9502,613.927
4/19/2000,1427.47,5.992,5078.69,6184.9,1.582,1.6688,0.9469,618.284
4/20/2000,1434.54,5.994,5117.78,6241.2,1.5793,1.6827,0.9395,623.077
4/21/2000,1434.54,5.987,5117.78,6241.2,1.5795,1.6881,0.9385,623.077
4/24/2000,1429.86,6.017,5117.78,6241.2,1.5785,1.6793,0.9398,623.077
4/25/2000,1477.44,6.128,5158.13,6283,1.5812,1.6898,0.9317,625.691
4/26/2000,1460.99,6.13,5245.11,6256.5,1.5756,1.7141,0.9194,619.155
4/27/2000,1464.92,6.223,5171.96,6179.3,1.572,1.7074,0.9212,613.927
4/28/2000,1452.43,6.212,5303.95,6327.4,1.5513,1.7298,0.9119,619.591
5/1/2000,1468.25,6.278,5309.29,6327.4,1.5536,1.7032,0.9132,619.591
5/2/2000,1446.29,6.299,5434.81,6373.4,1.5604,1.7199,0.9101,622.641
5/3/2000,1415.1,6.401,5316.94,6184.8,1.5611,1.7434,0.8963,612.62
5/4/2000,1409.57,6.427,5306.32,6199.6,1.5412,1.7396,0.8929,615.67
5/5/2000,1432.63,6.505,5351.71,6238.8,1.5303,1.7174,0.897,616.977
5/8/2000,1424.17,6.56,5285.09,6216.3,1.5332,1.712,0.8936,612.184
5/9/2000,1412.14,6.529,5182.73,6123.8,1.5311,1.7137,0.8957,613.055
5/10/2000,1383.05,6.42,5065.85,6100.6,1.5118,1.6736,0.9111,618.284
5/11/2000,1407.81,6.409,5171.77,6245.9,1.5035,1.6457,0.9101,624.384
5/12/2000,1420.96,6.512,5238.42,6283.5,1.5202,1.674,0.9197,634.405
5/15/2000,1452.36,6.446,5182.68,6247.7,1.5054,1.6544,0.9154,634.841
5/16/2000,1466.04,6.424,5335.02,6318.4,1.4932,1.6545,0.9073,640.941
5/17/2000,1447.8,6.496,5230.74,6196.2,1.4968,1.6677,0.8935,626.998
5/18/2000,1437.21,6.54,5247.13,6232.9,1.4835,1.6614,0.8923,626.562
5/19/2000,1406.95,6.494,5063.46,6045.4,1.487,1.6699,0.8975,626.998
5/22/2000,1400.72,6.439,4945.17,6035.5,1.4925,1.6522,0.8992,626.998
5/23/2000,1373.86,6.435,4984.7,6086.8,1.4769,1.626,0.9104,632.663
5/24/2000,1399.05,6.47,4903.92,6118.6,1.4753,1.6206,0.9104,633.098
5/25/2000,1381.52,6.394,5018.79,6231.1,1.4702,1.6372,0.9017,633.098
5/26/2000,1378.02,6.331,5007.97,6216.9,1.49,1.6135,0.9309,637.02
5/29/2000,1378.02,6.326,5084.69,6216.9,1.4925,1.6072,0.9266,637.02
5/30/2000,1422.45,6.376,5156.07,6359.6,1.4966,1.6024,0.9368,637.891
5/31/2000,1420.6,6.272,5200.89,6359.3,1.5014,1.6056,0.9308,643.12
6/1/2000,1448.81,6.191,5275.2,6470.5,1.4944,1.6036,0.9331,650.963
6/2/2000,1477.26,6.152,5428.27,6626.4,1.5098,1.6002,0.9463,661.856
6/5/2000,1467.63,6.122,5379.6,6546.7,1.5196,1.6014,0.9429,670.134
6/6/2000,1457.84,6.122,5325.87,6546.8,1.5284,1.6004,0.946,676.234
6/7/2000,1471.36,6.141,5272.37,6503.8,1.5224,1.5924,0.9566,673.62
6/8/2000,1461.67,6.124,5286.74,6496.6,1.5108,1.5842,0.958,671.006
6/9/2000,1456.95,6.126,5292.97,6443.8,1.5096,1.5803,0.9536,671.877
6/12/2000,1446,6.071,5294.65,6430.9,1.5131,1.5849,0.953,671.877
6/13/2000,1469.44,6.116,5305.34,6447.1,1.5068,1.5796,0.9577,676.67
6/14/2000,1470.54,6.041,5379.57,6536.3,1.499,1.5619,0.963,690.177
6/15/2000,1478.73,6.05,5338.49,6490.8,1.5121,1.5817,0.9524,682.77
6/16/2000,1464.46,5.971,5281.57,6526,1.5153,1.5789,0.965,674.927
6/19/2000,1486,5.999,5271.82,6490.2,1.5116,1.5709,0.9637,666.649
6/20/2000,1475.95,6.02,5312.13,6526.9,1.5186,1.5788,0.9541,665.341
6/21/2000,1479.13,6.113,5253.3,6477.8,1.4986,1.591,0.9475,657.063
6/22/2000,1452.18,6.104,5231.93,6413.8,1.5126,1.6029,0.9388,643.555
6/23/2000,1441.48,6.185,5240.58,6391.5,1.5011,1.6018,0.9359,644.863
6/26/2000,1455.31,6.102,5235.39,6405.2,1.4969,1.6084,0.932,647.913
6/27/2000,1450.55,6.085,5209.53,6375.3,1.5073,1.5916,0.9411,652.706
6/28/2000,1454.82,6.1,5229.17,6313.5,1.5131,1.5981,0.9413,650.091
6/29/2000,1442.39,6.027,5061.63,6239,1.5188,1.5969,0.951,651.834
6/30/2000,1454.6,6.031,5145.35,6312.7,1.5141,1.5801,0.9525,658.37
7/3/2000,1469.54,5.989,5187.01,6470.4,1.5135,1.5913,0.9488,656.191
7/4/2000,1469.54,5.989,5185.87,6417,1.5152,1.596,0.9481,656.627
7/5/2000,1446.23,5.984,5166.25,6382.5,1.5074,1.5846,0.9553,657.934
7/6/2000,1456.67,6.048,5152.38,6419.6,1.5073,1.5765,0.9576,656.191
7/7/2000,1478.9,6.001,5251.65,6497.5,1.5139,1.5938,0.9484,652.27
7/10/2000,1475.62,6.035,5263.97,6466.2,1.513,1.5918,0.9513,668.391
7/11/2000,1480.88,6.048,5231.33,6475.8,1.5172,1.5861,0.9538,701.506
7/12/2000,1492.92,6.08,5249.15,6518.5,1.5064,1.5948,0.949,738.978
7/13/2000,1495.84,6.005,5299.54,6475.7,1.5034,1.6051,0.9357,728.52
7/14/2000,1509.98,6.096,5320.06,6475.4,1.5006,1.6044,0.9385,729.392
7/17/2000,1510.49,6.148,5357.19,6525.5,1.4948,1.5975,0.9387,737.235
7/18/2000,1493.74,6.141,5314.95,6450.5,1.4977,1.6017,0.9346,727.649
7/19/2000,1481.96,6.154,5294.76,6465.4,1.4982,1.6245,0.9214,736.363
7/20/2000,1495.57,6.002,5316.51,6469,1.5116,1.6219,0.9211,752.049
7/21/2000,1480.19,5.998,5238.02,6378.4,1.517,1.6196,0.9369,738.542
7/24/2000,1464.29,6.034,5237.95,6381.3,1.5153,1.6274,0.9341,747.692
7/25/2000,1474.47,6.028,5212.83,6390.7,1.5166,1.6102,0.9419,773.835
7/26/2000,1452.42,6.027,5222.83,6387.1,1.5155,1.6158,0.9396,772.092
7/27/2000,1449.62,6,5097.41,6352.1,1.5141,1.6117,0.9398,786.907
7/28/2000,1419.89,6.034,5061.83,6335.7,1.5027,1.6253,0.923,771.221
7/31/2000,1430.83,6.031,5122.8,6365.3,1.4997,1.6212,0.9241,787.342
8/1/2000,1438.1,5.984,5104.23,6379.3,1.492,1.6198,0.9258,778.192
8/2/2000,1438.7,5.976,5091.86,6391.3,1.4957,1.6265,0.9151,786.035
8/3/2000,1452.56,5.952,4995.82,6317.1,1.4977,1.6462,0.9023,783.421
8/4/2000,1462.93,5.901,5049.45,6363.5,1.5065,1.6597,0.9083,797.8
8/7/2000,1479.32,5.956,5088.41,6387.8,1.5136,1.6586,0.9086,805.643
8/8/2000,1482.8,5.92,5105.52,6358.1,1.505,1.6665,0.9045,785.164
8/9/2000,1472.87,5.916,5158.12,6414,1.502,1.673,0.8964,805.207
8/10/2000,1460.25,5.763,5182.06,6387.3,1.4976,1.6616,0.9025,812.614
8/11/2000,1471.84,5.79,5179.68,6384.5,1.5015,1.6492,0.9026,812.178
8/14/2000,1491.56,5.771,5218.59,6419.9,1.5055,1.6661,0.9027,800.414
8/15/2000,1484.43,5.802,5203.14,6475.5,1.5043,1.648,0.9129,817.407
8/16/2000,1479.85,5.838,5223.7,6532,1.5005,1.6549,0.9076,824.814
8/17/2000,1496.07,5.81,5192.06,6518.2,1.4977,1.642,0.9127,816.971
8/18/2000,1491.72,5.773,5180.7,6543.7,1.4895,1.6382,0.9064,824.378
8/21/2000,1499.48,5.781,5165.44,6542.2,1.4872,1.6517,0.9021,843.55
8/22/2000,1498.13,5.775,5161.42,6584.8,1.4816,1.6524,0.8982,861.85
8/23/2000,1505.97,5.727,5160.14,6566.2,1.4873,1.6594,0.893,860.107
8/24/2000,1508.31,5.719,5123.99,6557,1.4813,1.6433,0.9003,857.929
8/25/2000,1506.45,5.729,5175.65,6563.7,1.4692,1.6331,0.9021,844.421
8/28/2000,1514.09,5.777,5204.18,6563.7,1.4692,1.634,0.9004,844.421
8/29/2000,1509.84,5.808,5188.93,6586.3,1.4561,1.6251,0.9006,854.879
8/30/2000,1502.59,5.8,5166.91,6615.1,1.4598,1.6292,0.8878,855.75
8/31/2000,1517.68,5.725,5175.12,6672.7,1.4473,1.628,0.8938,863.593
9/1/2000,1520.77,5.679,5298.64,6795,1.4642,1.6294,0.8899,881.458
9/4/2000,1520.77,5.683,5392.63,6798.1,1.458,1.625,0.9004,883.2
9/5/2000,1507.08,5.689,5326.69,6752.5,1.4548,1.6354,0.8868,878.843
9/6/2000,1492.25,5.724,5299.24,6694.7,1.4367,1.6426,0.882,886.25
9/7/2000,1502.51,5.752,5329.06,6689.2,1.438,1.6551,0.8674,892.35
9/8/2000,1494.5,5.739,5229.04,6600.7,1.4151,1.6304,0.8672,896.708
9/11/2000,1489.26,5.766,5233.87,6582,1.4024,1.6438,0.8594,900.193
9/12/2000,1481.99,5.772,5222.37,6555.5,1.4066,1.628,0.8618,889.736
9/13/2000,1484.91,5.724,5153.2,6478.2,1.4094,1.6287,0.8643,871.436
9/14/2000,1480.87,5.785,5204.62,6555.5,1.4074,1.6298,0.8684,884.508
9/15/2000,1465.81,5.84,5199.14,6417.3,1.3977,1.6327,0.8543,869.693
9/18/2000,1444.51,5.871,5129.43,6410.2,1.4063,1.638,0.8543,847.907
9/19/2000,1459.9,5.852,5117.15,6403.5,1.4091,1.6455,0.8528,844.421
9/20/2000,1451.34,5.897,5051.4,6279.9,1.4105,1.6689,0.8462,835.707
9/21/2000,1449.05,5.823,4941.06,6199.2,1.4375,1.6653,0.8501,818.278
9/22/2000,1448.72,5.848,4945.37,6205.9,1.4537,1.6776,0.8766,809.564
9/25/2000,1439.03,5.837,4984.29,6257.1,1.4526,1.661,0.8787,835.707
9/26/2000,1427.21,5.802,4934.89,6213.2,1.4638,1.6554,0.8791,832.221
9/27/2000,1426.57,5.821,4949.87,6269.3,1.4645,1.6562,0.885,838.321
9/28/2000,1458.29,5.812,4934.08,6264.1,1.4623,1.6573,0.885,829.607
9/29/2000,1436.51,5.802,4915.18,6294.2,1.4754,1.6685,0.8828,838.321
10/2/2000,1436.23,5.823,4961.88,6284.5,1.4662,1.6712,0.8826,836.579
10/3/2000,1426.46,5.867,5003.46,6345,1.4596,1.6677,0.877,858.364
10/4/2000,1434.32,5.886,4959.41,6334.9,1.4597,1.6645,0.8747,858.364
10/5/2000,1436.28,5.852,4997.25,6382,1.4439,1.6663,0.8729,884.508
10/6/2000,1408.99,5.812,4958.37,6391.2,1.4459,1.6612,0.8684,874.05
10/9/2000,1402.03,5.823,4844.44,6264.8,1.4487,1.6643,0.8695,836.579
10/10/2000,1387.02,5.772,4867.33,6247.7,1.4546,1.6684,0.8729,821.764
10/11/2000,1364.59,5.774,4743.47,6117.6,1.4628,1.6754,0.8725,793.007
10/12/2000,1329.78,5.709,4747.87,6131.9,1.4714,1.6868,0.8654,796.493
10/13/2000,1374.17,5.724,4782.74,6209.6,1.4498,1.7027,0.856,813.921
10/16/2000,1374.62,5.732,4793.14,6285.7,1.4477,1.6986,0.8511,846.164
10/17/2000,1349.97,5.673,4760.92,6203.2,1.4503,1.6893,0.8493,849.65
10/18/2000,1342.13,5.667,4658.85,6148.2,1.4436,1.6952,0.8537,819.15
10/19/2000,1388.76,5.655,4836.86,6218.9,1.4464,1.7142,0.8431,819.15
10/20/2000,1396.93,5.632,4889.51,6276.3,1.4512,1.7109,0.8421,842.679
10/23/2000,1395.78,5.584,4906.67,6315.9,1.4537,1.7355,0.8386,854.007
10/24/2000,1398.13,5.615,5031.03,6438.4,1.45,1.7391,0.8354,864.465
10/25/2000,1364.9,5.684,4977.07,6367.8,1.432,1.7351,0.8311,856.622
10/26/2000,1364.44,5.69,4926.36,6302.3,1.4364,1.7197,0.8289,843.55
10/27/2000,1379.58,5.713,4965.92,6366.5,1.455,1.7223,0.8393,823.507
10/30/2000,1398.66,5.732,4981.38,6388.4,1.4493,1.7257,0.8487,829.607
10/31/2000,1429.4,5.751,5057.46,6438.4,1.4477,1.7218,0.8424,855.75
11/1/2000,1421.22,5.742,5085.47,6457.6,1.4516,1.6912,0.8551,870.565
11/2/2000,1428.32,5.738,5092.63,6392,1.4433,1.6866,0.8618,896.708
11/3/2000,1426.69,5.827,5101.4,6385.4,1.4485,1.6631,0.8666,900.193
11/6/2000,1432.19,5.855,5091.25,6431,1.4271,1.6714,0.866,906.293
11/7/2000,1431.87,5.866,5076.8,6466.9,1.4333,1.6584,0.8616,915.008
11/8/2000,1409.28,5.855,5055.05,6477.4,1.4232,1.6594,0.8576,902.808
11/9/2000,1400.14,5.825,5017.69,6442.2,1.4333,1.6577,0.854,907.165
11/10/2000,1365.98,5.783,4934.47,6400.2,1.4254,1.6501,0.8596,894.965
11/13/2000,1351.26,5.766,4847.46,6274.8,1.4379,1.658,0.8626,870.565
11/14/2000,1382.95,5.755,5011.12,6412.9,1.4307,1.6683,0.8588,890.608
11/15/2000,1389.81,5.711,5053.48,6432.3,1.4269,1.6615,0.8602,888.865
11/16/2000,1372.32,5.669,5010.65,6430.4,1.4255,1.6612,0.8584,895.836
11/17/2000,1367.72,5.704,4961.54,6440.1,1.4227,1.6667,0.8478,891.479
11/20/2000,1342.62,5.677,4849.33,6345,1.424,1.6759,0.849,889.736
11/21/2000,1347.35,5.652,4893.95,6382.1,1.418,1.6744,0.8504,887.122
11/22/2000,1322.36,5.624,4783.35,6221.4,1.4072,1.6809,0.8437,841.807
11/23/2000,1322.36,5.612,4837.48,6287.3,1.3997,1.6638,0.8439,848.779
11/24/2000,1341.77,5.624,4940.22,6327.6,1.3994,1.6624,0.838,856.622
11/27/2000,1348.97,5.624,4945.34,6374.7,1.4176,1.6741,0.8403,874.922
11/28/2000,1336.09,5.582,4893.46,6249.8,1.4178,1.6628,0.8508,861.85
11/29/2000,1341.91,5.524,4907.61,6164.9,1.4222,1.6513,0.8626,832.221
11/30/2000,1314.95,5.468,4790.08,6142.2,1.4251,1.6352,0.8669,809.564
12/1/2000,1315.23,5.503,4839.27,6170.4,1.4423,1.6352,0.8799,827.864
12/4/2000,1324.97,5.551,4734.72,6158.7,1.4516,1.6352,0.8899,833.964
12/5/2000,1376.54,5.418,4911.93,6299,1.4321,1.6352,0.8824,864.465
12/6/2000,1351.46,5.326,4869.48,6273.3,1.4439,1.6352,0.8834,899.322
12/7/2000,1343.55,5.309,4900.6,6231.4,1.4448,1.6352,0.8964,883.636
12/8/2000,1369.89,5.299,4889.72,6288.3,1.4518,1.6352,0.8888,901.936
12/11/2000,1380.2,5.362,4970.66,6370.3,1.4568,1.6352,0.8823,909.779
12/12/2000,1371.18,5.346,4947.72,6390.4,1.4486,1.6352,0.8823,899.322
12/13/2000,1359.99,5.258,4890.16,6403,1.4561,1.6352,0.8758,903.679
12/14/2000,1340.93,5.213,4810.94,6263.8,1.4733,1.6352,0.8846,859.236
12/15/2000,1312.15,5.18,4718,6175.8,1.4757,1.6352,0.8966,817.407
12/18/2000,1322.74,5.17,4744.26,6246.5,1.4758,1.6445,0.8968,847.036
12/19/2000,1305.6,5.188,4814.64,6295,1.4694,1.6447,0.89,880.15
12/20/2000,1264.74,5.037,4641.15,6176.7,1.4762,1.6367,0.8968,847.907
12/21/2000,1274.86,5.025,4614.24,6115.5,1.4735,1.6075,0.914,843.55
12/22/2000,1305.97,5.006,4655.87,6097.5,1.4765,1.6056,0.9232,849.65
12/25/2000,1305.97,5.008,4655.87,6097.5,1.4797,1.5956,0.927,849.65
12/26/2000,1315.19,5.056,4655.87,6097.5,1.4829,1.5929,0.9295,849.65
12/27/2000,1328.92,5.104,4721.49,6218.2,1.4965,1.5947,0.9323,852.264
12/28/2000,1334.22,5.118,4770.9,6223.2,1.4932,1.6085,0.9264,854.879
12/29/2000,1320.28,5.112,4772.39,6222.5,1.493,1.5997,0.9427,858.364
1/1/2001,1320.28,5.114,4772.39,6222.5,1.4959,1.585,0.9421,858.364
1/2/2001,1283.27,4.915,4701.68,6174.7,1.5026,1.5751,0.9456,833.964
1/3/2001,1347.56,5.158,4660.48,6039.9,1.4894,1.574,0.9566,827.864
1/4/2001,1333.34,5.039,4752.71,6185.6,1.5009,1.5827,0.9496,902.808
1/5/2001,1298.35,4.931,4734.48,6198.1,1.5038,1.5749,0.957,894.093
1/8/2001,1295.86,4.956,4711.31,6149.6,1.496,1.5802,0.9512,878.407
1/9/2001,1300.8,5,4641.79,6088.1,1.4884,1.5831,0.9413,879.279
1/10/2001,1313.27,5.104,4598.82,6059.9,1.4867,1.5883,0.9404,874.05
1/11/2001,1326.82,5.11,4686.88,6114.9,1.4988,1.5754,0.9482,860.107
1/12/2001,1318.32,5.25,4737.95,6165.5,1.4786,1.5744,0.9513,874.05
1/15/2001,1318.32,5.242,4763.53,6170.3,1.4773,1.5628,0.9453,860.107
1/16/2001,1326.65,5.23,4693.82,6083.3,1.472,1.5643,0.9412,860.979
1/17/2001,1329.47,5.175,4787.45,6197.4,1.4734,1.5682,0.9385,875.793
1/18/2001,1347.97,5.114,4754.97,6209.9,1.4727,1.5638,0.9424,880.15
1/19/2001,1342.54,5.168,4720.03,6209.3,1.4628,1.5781,0.9342,885.379
1/22/2001,1342.9,5.225,4743.39,6232,1.4654,1.5685,0.9311,903.679
1/23/2001,1360.4,5.281,4743.93,6214.7,1.4687,1.5607,0.9434,920.236
1/24/2001,1364.3,5.305,4773.26,6264.4,1.4546,1.5727,0.9327,951.608
1/25/2001,1357.51,5.245,4779.35,6255.6,1.4592,1.5784,0.9202,944.637
1/26/2001,1354.95,5.268,4760.2,6294.3,1.4554,1.581,0.9244,929.822
1/29/2001,1364.17,5.303,4757.09,6317,1.4581,1.5843,0.9212,936.794
1/30/2001,1373.73,5.229,4726.65,6334.5,1.4625,1.5883,0.9171,929.822
1/31/2001,1366.01,5.114,4779.9,6297.5,1.4646,1.5705,0.9309,927.208
2/1/2001,1373.47,5.086,4709.19,6251.8,1.4776,1.5658,0.9421,909.779
2/2/2001,1349.47,5.148,4665.19,6256.4,1.4707,1.57,0.9364,910.651
2/5/2001,1354.31,5.167,4668.57,6269.2,1.4741,1.5685,0.9398,908.908
2/6/2001,1352.26,5.183,4706.83,6293.4,1.4598,1.5704,0.9344,926.336
2/7/2001,1340.89,5.187,4634.42,6225.6,1.4517,1.5677,0.9301,920.236
2/8/2001,1332.53,5.089,4653.17,6206.1,1.4445,1.5684,0.9268,921.979
2/9/2001,1314.76,5.03,4583.76,6164.3,1.4446,1.563,0.9242,915.879
2/12/2001,1330.31,5.046,4628.17,6241.4,1.4525,1.5649,0.9287,919.365
2/13/2001,1318.8,5.07,4629.67,6228.5,1.4523,1.567,0.9293,927.208
2/14/2001,1315.92,5.164,4556.49,6176.2,1.4545,1.5857,0.9201,928.079
2/15/2001,1326.61,5.166,4607.64,6197.9,1.4488,1.5914,0.9129,933.308
2/16/2001,1301.53,5.109,4519.95,6088.3,1.4483,1.5872,0.915,913.265
2/19/2001,1301.53,5.097,4516.31,6094,1.4477,1.5775,0.9209,917.622
2/20/2001,1278.94,5.105,4481.04,5980.1,1.4468,1.58,0.91,910.651
2/21/2001,1255.27,5.139,4412.76,5972.4,1.4423,1.5771,0.9156,901.065
2/22/2001,1252.82,5.156,4345.1,6003.1,1.4465,1.5896,0.9075,897.579
2/23/2001,1245.86,5.097,4236.82,5943.7,1.455,1.5942,0.9176,894.965
2/26/2001,1267.65,5.034,4310.14,5916.7,1.4448,1.5923,0.91,832.221
2/27/2001,1257.94,4.952,4333.32,5941.2,1.4442,1.5793,0.9151,799.107
2/28/2001,1239.94,4.896,4318.88,5917.9,1.4455,1.5676,0.9213,802.593
3/1/2001,1241.23,4.874,4282.9,5908.6,1.4555,1.5642,0.9265,787.778
3/2/2001,1234.18,4.947,4300.35,5858.6,1.4681,1.5663,0.9358,767.735
3/5/2001,1241.41,4.976,4347.4,5931.3,1.4667,1.5784,0.9307,773.835
3/6/2001,1253.8,4.971,4412.11,6012,1.4666,1.5843,0.9264,785.164
3/7/2001,1261.89,4.899,4413.62,6001.8,1.4616,1.5668,0.9346,782.55
3/8/2001,1264.74,4.889,4370.56,6003.2,1.4695,1.5748,0.933,799.107
3/9/2001,1233.42,4.929,4334.23,5917.3,1.4698,1.5737,0.9328,787.778
3/12/2001,1180.16,4.891,4218.14,5826.5,1.465,1.5757,0.9291,751.178
3/13/2001,1197.66,4.929,4184.15,5720.7,1.45,1.5769,0.9219,753.792
3/14/2001,1166.71,4.818,4123.97,5625.9,1.4457,1.5855,0.9165,716.32
3/15/2001,1173.56,4.786,4200.08,5729.2,1.4355,1.5885,0.91,749.435
