Date,SPX Index,US 10 yr yield,Eurostoxx 50,FTSE 100,GBPUSD,GBPEUR,EURUSD,Stock 1
4/21/2004,1124.09,4.423,2855.46,4539.9,1.7679,1.495,1.1826,719.37
4/22/2004,1139.93,4.3807,2877.65,4571.8,1.7654,1.4877,1.1868,723.292
4/23/2004,1140.6,4.4578,2894.18,4569.95,1.7714,1.4944,1.1843,728.52
4/26/2004,1135.53,4.4336,2886.05,4571.85,1.7833,1.5059,1.1843,723.292
4/27/2004,1138.11,4.3832,2884.82,4575.7,1.789,1.5055,1.1882,723.728
4/28/2004,1122.41,4.4967,2836.67,4524.5,1.7853,1.5018,1.1891,720.678
4/29/2004,1113.89,4.5356,2806.37,4519.5,1.7588,1.4892,1.1814,712.835
4/30/2004,1107.31,4.5053,2787.48,4489.7,1.7781,1.4823,1.198,704.12
5/3/2004,1117.49,4.4993,2806.46,4489.7,1.7701,1.4796,1.1963,704.12
5/4/2004,1119.55,4.5649,2799.71,4547.2,1.7875,1.4826,1.2057,717.628
5/5/2004,1121.53,4.5794,2823.37,4569.5,1.7936,1.4766,1.2148,718.935
5/6/2004,1113.99,4.598,2765.74,4516.2,1.7933,1.477,1.2145,710.22
5/7/2004,1098.7,4.7709,2756.85,4498.4,1.7866,1.4884,1.1884,707.606
5/10/2004,1087.12,4.7921,2684.96,4395.2,1.7712,1.498,1.1826,691.92
5/11/2004,1095.45,4.7462,2721.08,4454.7,1.7551,1.4853,1.1818,708.477
5/12/2004,1097.28,4.805,2680.1,4412.9,1.7707,1.4937,1.1856,698.02
5/13/2004,1096.44,4.8516,2712.5,4453.8,1.7641,1.491,1.1835,706.299
5/14/2004,1095.7,4.7678,2694.92,4441.8,1.7608,1.4836,1.1888,703.685
5/17/2004,1084.1,4.6887,2659.85,4403,1.7679,1.4711,1.202,689.742
5/18/2004,1091.49,4.7341,2675.75,4414.4,1.7646,1.4724,1.1984,691.92
5/19/2004,1088.69,4.7717,2729.52,4471.8,1.7822,1.4856,1.1998,696.277
5/20/2004,1089.19,4.7004,2708.55,4428.7,1.7719,1.4842,1.1936,689.306
5/21/2004,1093.56,4.7558,2697.46,4431.4,1.7873,1.4881,1.198,690.177
5/24/2004,1095.41,4.732,2716.07,4428.9,1.7901,1.4977,1.1954,690.613
5/25/2004,1113.05,4.7201,2699.36,4418,1.8048,1.4953,1.2071,687.127
5/26/2004,1114.94,4.6549,2729.62,4438.3,1.8173,1.5003,1.2112,689.742
5/27/2004,1121.28,4.5999,2752.02,4453.6,1.8263,1.502,1.2158,699.763
5/28/2004,1120.68,4.6468,2736.83,4430.7,1.833,1.4979,1.2223,704.992
5/31/2004,1120.68,4.6468,2749.62,4430.7,1.8352,1.5042,1.2201,704.992
6/1/2004,1121.2,4.7001,2713.29,4422.7,1.8376,1.5012,1.224,710.656
6/2/2004,1124.99,4.7377,2730.15,4422.8,1.8455,1.503,1.2277,709.785
6/3/2004,1116.64,4.7099,2736.72,4435.4,1.8369,1.5043,1.2212,707.606
6/4/2004,1122.5,4.7715,2767.87,4454.4,1.8405,1.5053,1.2283,711.963
6/7/2004,1140.42,4.7596,2799.81,4491.6,1.8398,1.4928,1.2323,720.678
6/8/2004,1142.18,4.7615,2800.36,4504.8,1.8422,1.4952,1.2322,719.806
6/9/2004,1131.33,4.8055,2787.39,4489.5,1.8349,1.506,1.2186,721.549
6/10/2004,1136.47,4.7935,2800.18,4486.1,1.8275,1.5145,1.2064,719.37
6/11/2004,1136.47,4.7995,2797.05,4484,1.8194,1.516,1.2006,720.242
6/14/2004,1125.29,4.8698,2759.27,4433.2,1.8088,1.5057,1.2015,708.477
6/15/2004,1132.01,4.676,2785.68,4458.6,1.8143,1.5074,1.2041,712.399
6/16/2004,1133.56,4.7216,2807.15,4491.1,1.8257,1.5141,1.206,709.349
6/17/2004,1132.05,4.6779,2807.16,4493.3,1.8369,1.5228,1.2057,705.863
6/18/2004,1135.02,4.7096,2822.06,4505.8,1.8382,1.5241,1.2137,701.506
6/21/2004,1130.3,4.6837,2816.56,4502.2,1.8352,1.5177,1.2091,701.942
6/22/2004,1134.41,4.7175,2782.43,4468.5,1.8188,1.5052,1.2083,696.713
6/23/2004,1144.06,4.6956,2793.63,4486.7,1.8153,1.5022,1.2082,701.07
6/24/2004,1140.65,4.644,2822.35,4503.2,1.8123,1.4974,1.2102,711.963
6/25/2004,1134.43,4.6459,2818.86,4494.1,1.8268,1.5026,1.2178,712.835
6/28/2004,1133.35,4.7354,2840.04,4518.7,1.8275,1.5021,1.2166,716.756
6/29/2004,1136.2,4.6855,2828.59,4512.4,1.8204,1.4981,1.2154,717.192
6/30/2004,1140.84,4.5806,2811.08,4464.1,1.8116,1.4904,1.2158,714.578
7/1/2004,1128.94,4.5629,2806.62,4424.7,1.8175,1.4928,1.2176,709.349
7/2/2004,1125.38,4.4589,2783.99,4407.4,1.8306,1.4954,1.2316,701.942
7/5/2004,1125.38,4.4549,2784.92,4403.3,1.8324,1.4916,1.2286,706.299
7/6/2004,1116.21,4.4743,2764.89,4370.7,1.8352,1.494,1.2287,697.585
7/7/2004,1118.33,4.4743,2764.31,4358.4,1.8522,1.4978,1.2365,696.277
7/8/2004,1109.11,4.4704,2776.88,4381.1,1.8491,1.4962,1.2358,695.406
7/9/2004,1112.81,4.4565,2776.25,4393.2,1.8594,1.4943,1.2415,695.406
7/12/2004,1114.35,4.4447,2760.12,4360,1.863,1.5004,1.2415,693.663
7/13/2004,1115.14,4.47,2763.2,4357.7,1.8586,1.503,1.2365,693.663
7/14/2004,1111.47,4.4797,2754.77,4372.6,1.857,1.5011,1.2369,691.92
7/15/2004,1106.69,4.4797,2715.64,4340.7,1.8501,1.4969,1.2358,683.206
7/16/2004,1101.4,4.3491,2713.27,4339.2,1.8731,1.5034,1.2452,685.82
7/19/2004,1100.91,4.3509,2697.69,4321.1,1.8694,1.5067,1.241,685.82
7/20/2004,1108.67,4.4441,2708.16,4339.4,1.8584,1.4982,1.2406,691.92
7/21/2004,1093.88,4.4656,2728.91,4377.3,1.8412,1.4989,1.2287,705.863
7/22/2004,1096.85,4.444,2680.44,4306.3,1.8413,1.5019,1.2261,693.227
7/23/2004,1086.2,4.4301,2673.44,4326.3,1.8317,1.5063,1.2093,699.327
7/26/2004,1084.07,4.4848,2640.61,4287,1.8398,1.5138,1.2152,693.663
7/27/2004,1094.83,4.6132,2670.48,4324.9,1.8418,1.5132,1.2175,703.249
7/28/2004,1095.42,4.5834,2665.98,4356.2,1.8176,1.512,1.2022,701.506
7/29/2004,1100.43,4.5754,2717.61,4418.7,1.8131,1.5073,1.2031,706.735
7/30/2004,1101.72,4.4747,2720.05,4413.1,1.8199,1.5063,1.2019,703.685
8/2/2004,1106.62,4.4491,2696.26,4415.7,1.8298,1.5149,1.2077,726.342
8/3/2004,1099.69,4.4236,2712.45,4429.7,1.8182,1.513,1.2019,723.292
8/4/2004,1098.63,4.4176,2684.28,4408.1,1.819,1.5144,1.2009,724.599
8/5/2004,1080.7,4.4,2689.26,4413.4,1.825,1.5134,1.206,729.392
8/6/2004,1063.97,4.2196,2618.68,4337.9,1.8411,1.512,1.2279,718.499
8/9/2004,1065.22,4.2561,2596.52,4314.4,1.8413,1.5017,1.2258,719.806
8/10/2004,1079.04,4.2888,2619.42,4350.9,1.8363,1.4954,1.2282,721.113
8/11/2004,1075.8,4.2713,2594.45,4312.2,1.8274,1.4941,1.2232,718.499
8/12/2004,1063.23,4.2538,2588.8,4328.1,1.8315,1.4936,1.2262,723.292
8/13/2004,1064.8,4.2268,2580.04,4301.5,1.8431,1.4913,1.2374,715.013
8/16/2004,1079.34,4.2616,2604.75,4350.2,1.8425,1.4934,1.2338,720.242
8/17/2004,1081.71,4.1901,2617.27,4358.7,1.8371,1.4891,1.2335,719.806
8/18/2004,1095.17,4.2364,2627.37,4355.2,1.827,1.4824,1.2326,715.013
8/19/2004,1091.23,4.2132,2630.71,4362.6,1.8279,1.479,1.2359,717.628
8/20/2004,1098.35,4.2325,2624.96,4369.2,1.8201,1.4818,1.2321,721.985
8/23/2004,1095.68,4.2829,2662.35,4405.3,1.8171,1.4823,1.2259,725.906
8/24/2004,1096.19,4.2712,2659.14,4407.5,1.8051,1.4876,1.2132,738.978
8/25/2004,1104.96,4.2615,2664.67,4411.6,1.7968,1.4858,1.209,743.771
8/26/2004,1105.09,4.2092,2688.67,4453.9,1.7953,1.487,1.2074,749.871
8/27/2004,1107.77,4.2265,2704.53,4490.1,1.7904,1.489,1.2011,754.228
8/30/2004,1099.15,4.1763,2697.05,4490.1,1.791,1.4868,1.2045,754.228
8/31/2004,1104.24,4.1167,2670.79,4459.3,1.7926,1.4796,1.2117,752.049
9/1/2004,1105.91,4.1128,2691.67,4502,1.7986,1.476,1.2186,760.764
9/2/2004,1118.31,4.2129,2711.16,4518.6,1.7926,1.4728,1.2171,762.942
9/3/2004,1113.63,4.2945,2739.43,4550.8,1.7766,1.4705,1.2058,767.735
9/6/2004,1113.63,4.2906,2748.39,4563.8,1.7805,1.4751,1.2071,772.092
9/7/2004,1121.3,4.238,2751.93,4565.6,1.7759,1.4682,1.2095,773.835
9/8/2004,1116.27,4.1587,2746.96,4558.4,1.7747,1.4725,1.2052,766.864
9/9/2004,1118.38,4.1953,2730.74,4538,1.7839,1.4638,1.2187,765.992
9/10/2004,1123.92,4.1856,2745.86,4545,1.7966,1.4635,1.2262,763.378
9/13/2004,1125.82,4.1354,2780.85,4558.5,1.8001,1.469,1.2254,769.478
9/14/2004,1128.33,4.1238,2771.67,4545.6,1.7952,1.4677,1.2232,767.299
9/15/2004,1120.37,4.1643,2763.75,4548.4,1.7869,1.4602,1.2237,770.785
9/16/2004,1123.5,4.0719,2765.87,4556.5,1.7871,1.4704,1.2154,770.785
9/17/2004,1128.55,4.1064,2788.64,4591,1.7932,1.4708,1.2187,773.835
9/20/2004,1122.2,4.0564,2776.1,4579.5,1.7832,1.4696,1.2133,772.964
9/21/2004,1129.3,4.0353,2790.67,4608.4,1.7945,1.4633,1.2262,772.092
9/22/2004,1113.56,3.978,2759.68,4592.3,1.7892,1.4594,1.2258,769.914
9/23/2004,1108.36,4.0161,2735.45,4568.3,1.8017,1.462,1.2324,770.349
9/24/2004,1110.11,4.0273,2740.06,4578.1,1.8058,1.4652,1.2276,769.478
9/27/2004,1103.52,3.9891,2725.1,4541.2,1.8039,1.4721,1.2257,760.764
9/28/2004,1110.06,4.0024,2733.69,4567.3,1.8131,1.4733,1.2306,758.585
9/29/2004,1114.8,4.0866,2746.36,4588.1,1.8067,1.4678,1.2309,762.942
9/30/2004,1114.58,4.1194,2726.3,4570.8,1.7989,1.4581,1.2336,764.249
10/1/2004,1131.5,4.1871,2796.08,4659.6,1.7984,1.4478,1.2417,779.064
10/4/2004,1135.17,4.1637,2823.46,4681.8,1.7886,1.4522,1.2318,786.907
10/5/2004,1134.48,4.1734,2830.12,4707.1,1.7827,1.4521,1.2276,788.214
10/6/2004,1142.05,4.2201,2831.88,4706.3,1.7807,1.4498,1.2285,786.471
10/7/2004,1130.65,4.2416,2834.62,4698.7,1.7803,1.4484,1.2293,792.135
10/8/2004,1122.14,4.1286,2816.42,4698.9,1.795,1.4509,1.2409,786.035
10/11/2004,1124.39,4.1305,2813.93,4685.5,1.7948,1.4479,1.2396,783.421
10/12/2004,1121.84,4.0976,2788.07,4647.9,1.7876,1.4535,1.2295,782.985
10/13/2004,1113.65,4.0552,2792.27,4634.8,1.7904,1.4563,1.2294,777.321
10/14/2004,1103.29,4.0244,2776.03,4629.4,1.8004,1.4562,1.2365,776.014
10/15/2004,1108.2,4.0531,2773.39,4622.7,1.8042,1.4507,1.2469,776.885
10/18/2004,1114.02,4.0415,2768.63,4626.6,1.8021,1.4444,1.248,779.935
10/19/2004,1103.23,4.0318,2801.19,4655.2,1.8018,1.4404,1.2507,782.114
10/20/2004,1103.66,3.98,2769.26,4616.4,1.8083,1.4369,1.2585,774.707
10/21/2004,1106.49,3.9952,2786.53,4617.4,1.8293,1.4491,1.2624,771.221
10/22/2004,1095.73,3.974,2788.89,4615.4,1.8281,1.4451,1.2683,769.042
10/25/2004,1094.81,3.9701,2734.37,4564.5,1.8429,1.4401,1.2794,760.764
10/26/2004,1111.09,3.9988,2739.37,4583.4,1.8371,1.4355,1.2799,765.121
10/27/2004,1125.4,4.0816,2787.15,4630.1,1.8388,1.4383,1.2786,766.864
10/28/2004,1127.44,4.0487,2818.54,4642.8,1.8233,1.4373,1.2685,770.349
10/29/2004,1130.2,4.0235,2811.72,4624.2,1.8373,1.4361,1.2798,766.428
11/1/2004,1130.51,4.0698,2834.03,4673.8,1.8336,1.4387,1.2745,776.014
11/2/2004,1130.55,4.0465,2855.16,4693.2,1.8331,1.443,1.2703,782.114
11/3/2004,1143.2,4.0736,2860.68,4718.5,1.8395,1.4477,1.2707,788.65
11/4/2004,1161.67,4.0716,2859.52,4728.3,1.846,1.4374,1.2846,788.65
11/5/2004,1166.17,4.1727,2874.8,4739.8,1.8552,1.4321,1.2964,799.543
11/8/2004,1164.89,4.2158,2872.48,4716.6,1.8606,1.436,1.2957,798.235
11/9/2004,1164.08,4.2257,2864.93,4717.7,1.8527,1.4361,1.2901,796.057
11/10/2004,1162.91,4.2394,2872.66,4734.5,1.8589,1.4337,1.2962,804.335
11/11/2004,1173.48,4.2519,2903.93,4776.9,1.8425,1.4315,1.2872,817.407
11/12/2004,1184.17,4.1786,2907.45,4793.9,1.8564,1.4293,1.2974,822.636
11/15/2004,1183.82,4.1863,2898.16,4803.1,1.8536,1.432,1.2944,830.914
11/16/2004,1175.43,4.2056,2879.01,4770.4,1.854,1.4289,1.2976,807.385
11/17/2004,1181.94,4.1287,2922.24,4795.9,1.8607,1.4273,1.304,800.85
11/18/2004,1183.55,4.1134,2917.21,4805.3,1.8568,1.4233,1.3046,800.85
11/19/2004,1170.34,4.2035,2893.08,4760.8,1.8574,1.4266,1.3023,795.621
11/22/2004,1177.24,4.1784,2879.58,4733.1,1.8543,1.4226,1.3033,790.392
11/23/2004,1176.94,4.1823,2876.88,4742.4,1.8666,1.4301,1.3053,795.185
11/24/2004,1181.76,4.1976,2876.84,4719.4,1.8801,1.429,1.3155,779.935
11/25/2004,1181.76,4.1937,2904.16,4753.4,1.8862,1.4294,1.3198,776.885
11/26/2004,1182.65,4.2459,2898.95,4741.5,1.8941,1.4292,1.3297,776.014
11/29/2004,1178.57,4.3179,2891.15,4749.8,1.8878,1.4234,1.3264,783.421
11/30/2004,1173.82,4.3492,2876.39,4703.2,1.903,1.4347,1.3267,776.449
12/1/2004,1191.37,4.3649,2913.21,4735.7,1.9226,1.4443,1.3309,775.578
12/2/2004,1190.33,4.4063,2926.73,4751.2,1.9296,1.4498,1.3309,779.935
12/3/2004,1191.17,4.2497,2911.59,4747.9,1.9439,1.4483,1.3454,775.142
12/6/2004,1190.25,4.2206,2904.51,4722.8,1.9432,1.4447,1.3447,770.785
12/7/2004,1177.08,4.2206,2918.43,4728.7,1.9498,1.4492,1.3454,771.657
12/8/2004,1182.81,4.1183,2912.44,4703.9,1.9313,1.4505,1.3316,769.478
12/9/2004,1189.24,4.1664,2888.02,4688.4,1.9174,1.4415,1.3301,760.764
12/10/2004,1188,4.1489,2903.96,4694,1.9148,1.447,1.3226,760.328
12/13/2004,1198.68,4.147,2928.43,4736.8,1.9142,1.4432,1.3265,758.149
12/14/2004,1203.38,4.1219,2934.1,4722.8,1.9252,1.446,1.3313,760.764
12/15/2004,1205.72,4.0739,2921.94,4728.2,1.935,1.4475,1.3368,756.406
12/16/2004,1203.21,4.1836,2929.63,4735.2,1.9467,1.4536,1.3393,752.485
12/17/2004,1194.22,4.199,2891.48,4696.8,1.9418,1.4576,1.3307,748.999
12/20/2004,1194.65,4.1835,2906.24,4731.1,1.9453,1.4561,1.3361,762.942
12/21/2004,1205.46,4.1622,2912.8,4733,1.9357,1.4446,1.34,762.506
12/22/2004,1209.57,4.1931,2937.74,4777.4,1.9216,1.4348,1.3395,771.221
12/23/2004,1210.13,4.2242,2950.92,4787.7,1.919,1.4263,1.3454,772.528
12/24/2004,1210.13,4.2144,2951.16,4798.1,1.9235,1.4241,1.3531,770.785
12/27/2004,1204.92,4.2965,2944.16,4798.1,1.9242,1.4224,1.3529,770.785
12/28/2004,1213.54,4.2906,2955.11,4798.1,1.9388,1.422,1.3636,770.785
12/29/2004,1213.45,4.322,2953.15,4819.8,1.926,1.4132,1.3628,773.835
12/30/2004,1213.55,4.2534,2951.24,4820.1,1.92,1.4107,1.3609,771.657
12/31/2004,1211.92,4.2182,2951.01,4814.3,1.9182,1.4139,1.3554,765.992
1/3/2005,1202.08,4.2104,2970.02,4814.3,1.9087,1.4103,1.3533,765.992
1/4/2005,1188.05,4.2886,2971.12,4847,1.8942,1.4154,1.3383,784.292
1/5/2005,1183.74,4.2808,2947.19,4806,1.8753,1.4157,1.3246,776.014
1/6/2005,1187.89,4.2612,2966.24,4824.3,1.8714,1.4189,1.3191,774.707
1/7/2005,1186.19,4.269,2979.82,4854.1,1.8712,1.4228,1.3054,770.785
1/10/2005,1190.24,4.269,2977.21,4840.7,1.8789,1.4326,1.3113,768.607
1/11/2005,1182.99,4.2357,2949.29,4818.7,1.8783,1.4275,1.3159,762.942
1/12/2005,1187.7,4.2337,2924.01,4783.6,1.8744,1.4304,1.3102,758.149
1/13/2005,1177.45,4.1635,2936.32,4800.3,1.8855,1.4257,1.3224,761.199
1/14/2005,1184.52,4.208,2948.22,4820.8,1.8705,1.4271,1.3112,763.814
1/17/2005,1184.52,4.2082,2963.06,4846.7,1.8689,1.4267,1.3101,767.299
1/18/2005,1195.98,4.1848,2962.43,4823.9,1.8683,1.4324,1.3044,765.992
1/19/2005,1184.63,4.1711,2959.9,4818.3,1.88,1.4365,1.3088,762.942
1/20/2005,1175.41,4.1614,2937.71,4800.8,1.8678,1.4412,1.2959,762.506
1/21/2005,1167.87,4.1399,2940.87,4803.3,1.8771,1.4338,1.3039,756.406
1/24/2005,1163.75,4.1204,2937.83,4812.5,1.8818,1.438,1.3086,756.406
1/25/2005,1168.41,4.1925,2958.61,4843.2,1.8776,1.4377,1.3056,764.249
1/26/2005,1174.07,4.1964,2956.43,4847.1,1.8772,1.4425,1.3013,764.685
1/27/2005,1174.55,4.2179,2970.81,4853.4,1.8812,1.4421,1.3046,761.635
1/28/2005,1171.36,4.1397,2955.89,4832.8,1.8881,1.4467,1.3038,756.842
1/31/2005,1181.27,4.128,2984.59,4852.3,1.8806,1.4463,1.3003,765.557
2/1/2005,1189.41,4.1377,3008.85,4906.2,1.8803,1.4428,1.3032,765.992
2/2/2005,1193.19,4.1396,3022.35,4916.2,1.8855,1.4422,1.3075,761.635
2/3/2005,1189.89,4.163,3010.39,4908.3,1.8905,1.4503,1.3033,760.328
2/4/2005,1203.03,4.0753,3037.13,4941.5,1.8758,1.4527,1.2869,771.221
2/7/2005,1201.72,4.0501,3051.97,4979.8,1.8693,1.4548,1.2848,782.55
2/8/2005,1202.3,4.0153,3055.89,4995.5,1.852,1.4541,1.2736,789.085
2/9/2005,1191.99,3.979,3044.36,4990.4,1.8628,1.4567,1.2788,789.957
2/10/2005,1197.01,4.0888,3044,5000,1.8599,1.4544,1.2788,786.035
2/11/2005,1205.3,4.0844,3080.08,5044.2,1.8686,1.4504,1.2866,789.957
2/14/2005,1206.14,4.069,3075.76,5041.8,1.8845,1.4533,1.2969,786.471
2/15/2005,1210.13,4.096,3086.95,5058.9,1.887,1.4536,1.2982,789.957
2/16/2005,1210.34,4.1521,3068.55,5053.2,1.8883,1.4499,1.3021,789.521
2/17/2005,1200.75,4.1794,3067.34,5057.4,1.8907,1.4467,1.3069,785.164
2/18/2005,1201.59,4.2655,3072.04,5057.2,1.8943,1.4514,1.3072,784.292
2/21/2005,1201.59,4.2616,3063.64,5060.8,1.8949,1.4516,1.3054,781.242
2/22/2005,1184.16,4.2853,3045.24,5032.9,1.9113,1.4465,1.3216,777.321
2/23/2005,1190.8,4.2617,3028.08,4988.5,1.908,1.4445,1.3212,770.785
2/24/2005,1200.2,4.2833,3024.8,4972.1,1.9078,1.4387,1.3262,772.092
2/25/2005,1211.37,4.2638,3062.72,5006.8,1.9194,1.4502,1.3245,778.192
2/28/2005,1203.6,4.3766,3058.32,4968.5,1.9241,1.4514,1.3259,756.406
3/1/2005,1210.41,4.3647,3078.44,5000.5,1.9213,1.4542,1.3213,747.692
3/2/2005,1210.08,4.3767,3082.71,4992.8,1.9093,1.4566,1.3106,748.128
3/3/2005,1210.47,4.3768,3078.11,5014.8,1.9097,1.4527,1.3146,749.435
3/4/2005,1222.13,4.3076,3106.86,5036.3,1.9227,1.4533,1.3237,748.128
3/7/2005,1225.31,4.3076,3114.54,5027.2,1.9147,1.4494,1.3211,745.078
3/8/2005,1219.43,4.3911,3097.34,5010.9,1.9206,1.4503,1.3242,744.206
3/9/2005,1207.01,4.5196,3081.99,4996.1,1.9265,1.4405,1.3374,743.771
3/10/2005,1209.25,4.4633,3053.66,4962.1,1.927,1.4373,1.3405,738.978
3/11/2005,1200.08,4.5423,3060.36,4982,1.9265,1.4312,1.3458,738.978
3/14/2005,1206.83,4.508,3060.72,4975,1.9194,1.4313,1.3407,744.206
3/15/2005,1197.75,4.5445,3083.73,5000.2,1.9189,1.434,1.3384,745.949
3/16/2005,1188.07,4.5062,3032.13,4937.6,1.9219,1.4398,1.3348,725.035
3/17/2005,1190.21,4.464,3039.8,4922.1,1.9238,1.439,1.3371,726.778
3/18/2005,1189.65,4.5066,3053.54,4923.3,1.922,1.4396,1.3326,728.52
3/21/2005,1183.79,4.5229,3038.14,4933.5,1.9029,1.4406,1.3211,733.313
3/22/2005,1171.71,4.6411,3050.44,4937.3,1.8987,1.4402,1.3184,733.749
3/23/2005,1172.53,4.5841,3036.85,4910.4,1.8811,1.442,1.3049,735.928
3/24/2005,1171.42,4.5968,3060.67,4922.5,1.8683,1.4388,1.2983,735.928
3/25/2005,1171.42,4.5929,3060.67,4922.5,1.871,1.4439,1.2959,735.928
3/28/2005,1174.28,4.64,3060.67,4922.5,1.8635,1.442,1.2923,735.928
3/29/2005,1165.36,4.5726,3069.35,4919,1.8745,1.4496,1.2927,733.313
3/30/2005,1181.41,4.5462,3056.25,4900.7,1.8805,1.4524,1.2945,730.699
3/31/2005,1180.59,4.4815,3055.73,4894.4,1.8826,1.4526,1.296,729.392
4/1/2005,1172.92,4.4475,3061.11,4914,1.8823,1.4564,1.2914,731.135
4/4/2005,1176.12,4.4556,3042.17,4896.7,1.8743,1.4545,1.2883,727.649
4/5/2005,1181.39,4.4678,3064.07,4942.9,1.8739,1.4629,1.281,728.52
4/6/2005,1184.07,4.4215,3076.23,4947.4,1.8807,1.4591,1.2889,731.571
4/7/2005,1191.14,4.4802,3090.72,4977,1.8788,1.4564,1.2902,732.006
4/8/2005,1181.2,4.4683,3088.92,4983.6,1.8856,1.4566,1.2932,736.363
4/11/2005,1181.21,4.428,3080.6,4973.2,1.8883,1.4575,1.2957,731.571
4/12/2005,1187.76,4.3518,3065.18,4946.2,1.8935,1.459,1.2979,730.699
4/13/2005,1173.79,4.3599,3080.54,4960.8,1.8918,1.4627,1.2933,734.185
4/14/2005,1162.05,4.308,3075.33,4945.4,1.8839,1.4685,1.283,735.928
4/15/2005,1142.62,4.2406,3013.79,4891.6,1.8927,1.468,1.2924,729.828
4/18/2005,1145.98,4.2704,2947.79,4827.1,1.8995,1.4627,1.299,721.549
4/19/2005,1152.78,4.2109,2957.37,4855.6,1.9086,1.4693,1.299,721.985
4/20/2005,1137.5,4.1853,2944.33,4822,1.9132,1.4663,1.3047,719.37
4/21/2005,1159.95,4.2945,2950.34,4819.6,1.9111,1.4598,1.309,718.935
4/22/2005,1152.12,4.2449,2976.39,4849.3,1.9145,1.4653,1.3065,721.549
4/25/2005,1162.1,4.2469,2987.05,4864.9,1.9111,1.4735,1.2971,724.163
4/26/2005,1151.74,4.2649,2983.22,4845.5,1.9057,1.4676,1.2982,731.135
4/27/2005,1156.38,4.2232,2942.62,4789.4,1.9006,1.4709,1.2921,727.649
4/28/2005,1143.22,4.1442,2930.87,4790.2,1.9061,1.4751,1.2922,726.778
4/29/2005,1156.85,4.1976,2930.1,4801.7,1.9088,1.4758,1.2873,728.085
5/2/2005,1162.16,4.1858,2949.09,4801.7,1.9043,1.4794,1.2872,728.085
5/3/2005,1161.17,4.1641,2962.59,4861.2,1.8903,1.47,1.2858,738.542
5/4/2005,1175.65,4.1859,2981.04,4882.5,1.9022,1.4681,1.2957,742.899
5/5/2005,1172.63,4.1543,3004.52,4902.3,1.9044,1.4697,1.2959,744.206
5/6/2005,1171.35,4.2576,3019.26,4918.9,1.8903,1.4649,1.2819,747.692
5/9/2005,1178.84,4.2816,3007.1,4910.3,1.8837,1.4681,1.2831,748.999
5/10/2005,1166.22,4.2,2983.42,4892.4,1.8835,1.4652,1.2855,746.821
5/11/2005,1171.11,4.202,2970.5,4875.4,1.8835,1.4612,1.2887,750.306
5/12/2005,1159.36,4.1703,2993.09,4893.2,1.8687,1.4626,1.2775,751.178
5/13/2005,1154.05,4.1173,2994.52,4886.5,1.8506,1.469,1.2633,751.178
5/16/2005,1165.69,4.1269,2988.16,4884.2,1.8371,1.4574,1.2604,754.228
5/17/2005,1173.8,4.1134,2983.84,4898.5,1.8394,1.4555,1.2636,755.971
5/18/2005,1185.56,4.0884,3036.3,4949.4,1.8315,1.4524,1.2611,753.356
5/19/2005,1191.08,4.1115,3051.79,4962.7,1.8407,1.4554,1.2646,751.614
5/20/2005,1189.28,4.121,3050.45,4971.8,1.8271,1.4549,1.2559,754.228
5/23/2005,1193.86,4.0538,3070.98,4989.8,1.8287,1.4574,1.2548,755.971
5/24/2005,1194.07,4.0271,3066.55,4982.5,1.8336,1.455,1.2603,756.406
5/25/2005,1190.01,4.0864,3059.84,4971.5,1.8269,1.4548,1.2557,753.792
5/26/2005,1197.63,4.0787,3086.08,4994.9,1.8261,1.4557,1.2544,758.149
5/27/2005,1198.78,4.0709,3084,4986.3,1.8243,1.4545,1.2586,756.406
5/30/2005,1198.78,4.069,3096.54,4986.3,1.8235,1.4584,1.2502,756.406
5/31/2005,1191.5,3.981,3076.7,4964,1.8181,1.4747,1.2324,756.406
6/1/2005,1202.27,3.8844,3125.88,5011,1.8127,1.481,1.2233,765.121
6/2/2005,1204.29,3.9032,3131.03,5005,1.8158,1.4806,1.2265,763.378
6/3/2005,1196.02,3.9732,3114.27,4999.4,1.8154,1.4802,1.2236,760.764
6/6/2005,1197.51,3.9522,3099.2,4980.4,1.8197,1.4837,1.2263,758.149
6/7/2005,1197.26,3.901,3134.82,5025.2,1.8311,1.4892,1.2296,759.892
6/8/2005,1194.67,3.9331,3125.59,5003.7,1.8349,1.4888,1.2326,757.278
6/9/2005,1200.93,3.9483,3122.93,5009.2,1.824,1.4897,1.2244,762.071
6/10/2005,1198.11,4.0514,3143.85,5030.4,1.8126,1.491,1.2119,766.428
6/13/2005,1200.82,4.0918,3159.83,5050.4,1.8022,1.496,1.2045,771.657
6/14/2005,1203.91,4.1072,3162.86,5046.8,1.8102,1.4938,1.2118,770.785
6/15/2005,1206.58,4.0995,3147.55,5019.5,1.8082,1.5019,1.204,765.121
6/16/2005,1210.96,4.0667,3160.09,5045,1.8226,1.5037,1.212,765.121
6/17/2005,1216.96,4.0705,3178.48,5077.6,1.8309,1.4999,1.2286,765.557
6/20/2005,1216.1,4.1091,3162.14,5072,1.827,1.4953,1.2218,765.121
6/21/2005,1213.61,4.0396,3179.62,5082.1,1.8188,1.5052,1.2083,764.685
6/22/2005,1213.88,3.94,3182.08,5099.3,1.8213,1.5023,1.2122,772.964
