Date,SP,VIX,V0_var,Vol_3M,Vol_1Y,Strike,Put_Price_90D,Put_Price_1Y
2016-07-28,2170.06,12.72,0.01617984,14.921142479663011,17.66225306786911,1844.551,0.6699985814746476,30.53831661845652
2016-07-29,2173.6,11.87,0.0140896899999999,14.390917958751189,17.443648221428532,1847.56,0.5101442983352911,29.51945538413372
2016-08-01,2170.84,12.44,0.0154753599999999,14.744561995427768,17.588876382326816,1845.2140000000002,0.6133773751509359,30.18961900304521
2016-08-02,2157.03,13.37,0.0178756899999999,15.33787871257108,17.837650295198255,1833.4755,0.8129901250354727,31.214916703654296
2016-08-03,2163.79,12.86,0.0165379599999999,15.010110183936174,17.699437231579513,1839.2214999999999,0.6979111402526996,30.632297090874545
2016-08-04,2164.25,12.42,0.01542564,14.732019535984476,17.583686116889723,1839.6125,0.607616882357835,30.07266229508315
2016-08-05,2182.87,11.39,0.01297321,14.099524054765592,17.325747554146147,1855.4395,0.4359163164439579,29.071884516905016
2016-08-08,2180.89,11.5,0.013225,14.16576305638086,17.35240662221777,1853.7564999999997,0.45213085692464006,29.17473325747585
2016-08-09,2181.74,11.66,0.01359556,14.262687662929904,17.391566516976752,1854.4789999999998,0.47740266999006664,29.376342740308417
2016-08-10,2175.49,12.05,0.01452025,14.501726970430015,17.488903144706267,1849.1664999999998,0.5417984823916768,29.765499765146387
2016-08-11,2185.79,11.68,0.01364224,14.274850728275956,17.396493296164138,1857.9215,0.48151033459746984,29.45488298837944
2016-08-12,2184.05,11.55,0.01334025,14.195979039690634,17.36459542858461,1856.4425,0.4605174604700224,29.276236813285493
2016-08-15,2190.15,11.81,0.01394761,14.354164510542963,17.428688815265613,1861.6275,0.5038868990016709,29.671003667599905
2016-08-16,2178.15,12.64,0.01597696,14.870504844029032,17.641152939973484,1851.4275,0.6557862377862946,30.54824169208098
2016-08-17,2182.22,12.19,0.0148596099999999,14.588471613941673,17.524489942488618,1854.8869999999997,0.5688754991438856,30.031801521538853
2016-08-18,2187.02,11.43,0.01306449,14.123573200850773,17.33541685207782,1858.9669999999999,0.4427426749018011,29.17413203551706
2016-08-19,2183.87,11.34,0.01285956,14.069523728702848,17.31370105293422,1856.2894999999999,0.4287241160411206,29.02679669165866
2016-08-22,2182.64,12.27,0.0150552899999999,14.63825620521312,17.544977006945945,1855.244,0.5839245919296445,30.138052936809288
2016-08-23,2186.9,12.38,0.01532644,14.706963199381908,17.573326059251116,1858.865,0.6061572749565052,30.336360296468
2016-08-24,2175.44,13.45,0.0180902499999999,15.389800269265764,17.859718906650446,1849.124,0.839794891351108,31.59102359106248
